イベント名,イベント名(英語),カテゴリ,開始日,終了日,イベント説明,イベント説明(英語),開催場所について,イベントスケジュールについて,イベント開始時刻,イベント終了時刻,利用料金,問合先,問合先電話番号,主催者,開催場所施設名,駐車場有無,緯度,経度,対象地区,画像URL,ホームページアドレス,情報変更日時,情報作成日時
立待地区　〜ハーフバースデイ事業〜,"",子育て,2019/12/18,2019/12/18,立待地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市立待公民館,"","","","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
新横江地区　〜クリスマス会〜,"",子育て,2019/12/19,2019/12/19,参加費：こどもひとり 200円　　＊申込・詳細・・・新横江公民館（℡51‐2969）へ,"",鯖江市新横江公民館,10:00〜,10:00,"","",鯖江市新横江公民館,0778-51-2969,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
北中山地区　〜ハーフバースデイ事業〜,"",子育て,2019/12/19,2019/12/19,北中山地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市北中山公民館,"","","","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
中河地区　〜保育園でクリスマス〜,"",子育て,2019/12/20,2019/12/20,保育園のお友達と一緒に楽しみましょう。＊申込・詳細・・・中河公民館（℡51‐3102）へ,"",鯖江市中河保育所・みずほ保育園,10:00〜,10:00,"","",鯖江市中河公民館,0778-51-3102,"",中河保育所・みずほ保育園,"","","","","",http://www.city.sabae.fukui.jp/pageview.html?id=699,"",""
吉川地区　〜ハーフバースデイ事業〜,"",子育て,2019/12/20,2019/12/20,吉川地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市吉川公民館,"","","","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
子育て支援センタ−　ファミリーデー（お父さんデー）,"",子育て,2019/12/21,2019/12/21,家族でゆったりふれあいの時間をお楽しみください。,"",鯖江市子育て支援センタ−,10:00〜12：00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
立待地区　〜人形劇鑑賞〜,"",子育て,2019/12/23,2019/12/23,公演：たちまち人形劇団　　＊問合せ・・・立待公民館（℡51‐3376）,"",鯖江市立待公民館,10:00〜,10:00,"","",鯖江市立待公民館,0778-51-3376,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
鯖江地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/08,2020/01/08,鯖江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",ふれあいみんなの館・さばえ,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",ふれあいみんなの館・さばえ,"",35.93766,136.179764,"","",https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/fureaiminnanoyakata.html,"",""
子育て支援センタ−　1月生まれの誕生会,"",子育て,2020/01/10,2020/01/10,1月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　人形劇を楽しもう,"",子育て,2020/01/14,2020/01/14,公演：COSAPO人形劇団,"",鯖江市子育て支援センタ−,11:00〜,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　寄付採納贈呈式,"",子育て,2020/01/15,2020/01/15,鯖江商工会議所女性会より、おもちゃを寄付していただきます,"",鯖江市子育て支援センタ−,11:00〜,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
立待地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/15,2020/01/15,立待地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
子育て支援センタ−　栄養士相談会,"",子育て,2020/01/16,2020/01/16,講師：保育・幼児教育室 管理栄養士　,"",鯖江市子育て支援センタ−,10:30〜11:30,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
豊地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/16,2020/01/16,豊地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市豊公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市豊公民館,"",35.945984,136.152168,豊地区,http://www.city.sabae.fukui.jp/bin/000722-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yutakakominkan/yutakakominkan.html,"",""
子育て支援センタ−　ファミリーデー（お父さんデー）,"",子育て,2020/01/18,2020/01/18,家族でゆったりふれあいの時間をお楽しみください。,"",鯖江市子育て支援センタ−,10:00〜12：00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜鳥羽地区ハーフバースデイ事業〜,"",子育て,2020/01/20,2020/01/20,鳥羽地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
北中山地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/22,2020/01/22,北中山地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市北中山公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
中河地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/23,2020/01/23,中河地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市中河公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市中河公民館,"",35.956213,136.208984,中河地区,http://www.city.sabae.fukui.jp/bin/000699-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/nakagawakominkan/nakagawakominkan.html,"",""
豊地区　〜地区ですくすく育児相談〜,"",子育て,2020/01/23,2020/01/23,骨盤体操のほか、助産師・保健師・栄養士に個人相談ができます。　申込・詳細・・・豊公民館（℡62−1011）,"",鯖江市豊公民館,10:00〜,10:00,"","",鯖江市豊公民館,0778-62-1011,"",鯖江市豊公民館,"",35.945984,136.152168,豊地区,http://www.city.sabae.fukui.jp/bin/000722-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yutakakominkan/yutakakominkan.html,"",""
新横江地区　〜ハーフバースデイ事業〜,"",子育て,2020/01/24,2020/01/24,新横江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市新横江公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
神明鳥羽地区　〜米粉粘土遊びとおやつの試食〜,"",子育て,2020/01/27,2020/01/27,米粉で遊びましょう。　＊申込・詳細・・・神明公民館（℡51‐5065）へ,"",鯖江市神明公民館,10:00〜,10:00,"","",鯖江市神明公民館,0778-51-5065,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
神明鳥羽地区　〜神明地区ハーフバースデイ事業〜,"",子育て,2020/01/29,2020/01/29,神明地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
子育て支援センタ−「お仕事相談会」,"",子育て,2020/01/30,2020/01/30,講師：ふくい女性活躍支援センター,"",鯖江市子育て支援センタ−,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜鳥羽地区ハーフバースデイ事業〜,"",子育て,2020/02/03,2020/02/03,鳥羽地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
神明鳥羽地区　〜神明地区ハーフバースデイ事業〜,"",子育て,2020/02/04,2020/02/04,神明地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市神明公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
鯖江地区　〜ハーフバースデイ事業〜,"",子育て,2020/02/05,2020/02/05,鯖江地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",ふれあいみんなの館・さばえ,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",ふれあいみんなの館・さばえ,"",35.93766,136.179764,"","",https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/fureaiminnanoyakata.html,"",""
子育て支援センタ−　小児科医講座　〜子どもの急病時の対応について〜,"",子育て,2020/02/06,2020/02/06,講師：福井赤十字病院　小児科副部長　玉村宗一氏　,"",鯖江市子育て支援センタ−,14:30〜15:30,14:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　2月生まれの誕生会,"",子育て,2020/02/07,2020/02/07,2月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
鯖江地区　〜親子遊び〜,"",子育て,2020/02/12,2020/02/12,講師：酒井勇美子氏　　＊申込制・・・申込・問合せ・・・鯖江公民館（℡51‐3010）,"",ふれあいみんなの館・さばえ,10:00〜,10:00,"","",鯖江市鯖江公民館,0778-51-3010,"",アイアイさばえ,"",35.961634,136.187786,鯖江地区,http://www.city.sabae.fukui.jp/bin/000874-02-1.jpg,https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/aiai_kenkofukushi.html,"",""
片上地区　〜ハーフバースデイ事業〜,"",子育て,2020/02/12,2020/02/12,片上地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市片上公民館,10:30〜,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
吉川地区　〜ハーフバースデイ事業〜,"",子育て,2020/02/14,2020/02/14,吉川地区に住む、6か月の赤ちゃんとママさん集まれ〜！＊対象となる方には、詳細をはがきでお知らせしています。,"",鯖江市吉川公民館,"","","","",鯖江市子育て支援センタ−,0778-51-3527,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
河和田地区　〜ベビータッチング〜,"",子育て,2020/02/14,2020/02/14,講師：高橋有希子氏　＊申込・詳細・・・河和田コミュニティセンター（℡65‐0001）へ　,"",鯖江市河和田コミュニティセンター,10:30〜,10:30,"","",鯖江市河和田コミュニティセンター,0778-65-0001,"","","","","","","","","",""
子育て支援センタ−　「子育て講座」　積み重なって育つもの　〜イヤイヤ期の意味〜,"",子育て,2020/02/17,2020/02/17,講師：臨床発達心理士　富田純子氏　＊全体へのお話後、お子さんの遊んでいる様子を見ながら個別相談ができます。,"",鯖江市子育て支援センタ−,10:00〜11：30,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜地区ですくすく育児相談〜,"",子育て,2020/02/17,2020/02/17,骨盤体操や助産師・保健師・栄養士に個別相談ができます。　＊申込・詳細・・・神明公民館（℡51‐5065）へ,"",鯖江市神明公民館,10:00〜,10:00,"","",鯖江市神明公民館,0778-51-5065,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
